Text,Intent
Turn on the gaming setup multiplug.,multiplug_on
The computer station needs electricity.,multiplug_on
Activate the workshop power strip.,multiplug_on
The craft table needs power access.,multiplug_on
Please turn on the kitchen counter multiplug.,multiplug_on
The media center needs power connection.,multiplug_on
Enable the bedroom charging station.,multiplug_on
The studio equipment needs power.,multiplug_on
Activate the recording booth multiplug.,multiplug_on
Turn on the power strip by the window.,multiplug_on
The reading corner needs power access.,multiplug_on
Please enable the nightstand multiplug.,multiplug_on
The vanity area needs power.,multiplug_on
Turn on the bathroom counter multiplug.,multiplug_on
Deactivate the home office power strip.,multiplug_off
Turn off the desk area multiplug.,multiplug_off
The workstation power can be disabled.,multiplug_off
Please switch off the study's power strip.,multiplug_off
Disable the charging station multiplug.,multiplug_off
The entertainment center power can be off.,multiplug_off
Turn off the gaming setup multiplug.,multiplug_off
The computer station needs powering down.,multiplug_off
Deactivate the workshop power strip.,multiplug_off
The craft table power can be switched off.,multiplug_off
Please turn off the kitchen counter multiplug.,multiplug_off
The media center power should be disabled.,multiplug_off
Switch off the bedroom charging station.,multiplug_off
The studio equipment needs shutting down.,multiplug_off
Deactivate the recording booth multiplug.,multiplug_off
Turn off the power strip by the window.,multiplug_off
The reading corner power can be disabled.,multiplug_off
Please switch off the nightstand multiplug.,multiplug_off
The vanity area power should be off.,multiplug_off
Disable the bathroom counter multiplug.,multiplug_off
Turn on the TV in the family room.,tv_on
The living room needs television on.,tv_on
Please activate the bedroom TV.,tv_on
The game room TV should be turned on.,tv_on
Switch on the kitchen television.,tv_on
The den TV needs to be activated.,tv_on
Turn on the basement television.,tv_on
The home theater screen needs power.,tv_on
Activate the guest room TV.,tv_on
The office television should be on.,tv_on
Please turn on the gym TV.,tv_on
The waiting room needs television.,tv_on
Switch on the break room TV.,tv_on
The conference room display needs activation.,tv_on
Turn on the playroom television.,tv_on
The recreation room TV should be on.,tv_on
Please activate the bar area TV.,tv_on
The lounge television needs power.,tv_on
Switch on the outdoor patio TV.,tv_on
The sunroom television should be turned on.,tv_on
Turn off the family room TV.,tv_off
The living room television can be disabled.,tv_off
Please deactivate the bedroom TV.,tv_off
The game room TV should be switched off.,tv_off
Power down the kitchen television.,tv_off
The den TV needs to be turned off.,tv_off
Switch off the basement television.,tv_off
The home theater screen can be powered down.,tv_off
Deactivate the guest room TV.,tv_off
The office television should be off.,tv_off
Please turn off the gym TV.,tv_off
The waiting room television can be disabled.,tv_off
Switch off the break room TV.,tv_off
The conference room display needs deactivation.,tv_off
Turn off the playroom television.,tv_off
The recreation room TV should be powered down.,tv_off
Please deactivate the bar area TV.,tv_off
The lounge television needs to be off.,tv_off
Switch off the outdoor patio TV.,tv_off
The sunroom television should be turned off.,tv_off
"The dressing room needs illumination, lights on.",light_on
Could you brighten up the walk-in closet?,light_on
Please turn on the vanity lights.,light_on
The fitting room needs better lighting.,light_on
Activate the lights in the mudroom.,light_on
Turn on the pantry lights please.,light_on
The utility room is too dark to work.,light_on
Switch on the storage room lights.,light_on
The wine cellar needs some light.,light_on
Please illuminate the root cellar.,light_on
The observatory needs lighting.,light_on
Turn on the greenhouse grow lights.,light_on
The potting shed is too dark.,light_on
Activate the lights in the tool shed.,light_on
The carport needs illumination.,light_on
Please turn on the driveway lights.,light_on
The courtyard needs lighting.,light_on
Switch on the pergola lights.,light_on
The gazebo is too dark for dinner.,light_on
Turn on the poolhouse lights.,light_on
Time to dim the dressing room.,light_off
The walk-in closet lights can go off.,light_off
Please turn off the vanity lighting.,light_off
Switch off the fitting room lights.,light_off
The mudroom doesn't need light anymore.,light_off
Deactivate the pantry lights please.,light_off
Turn off the utility room lighting.,light_off
The storage room can go dark now.,light_off
Please switch off the wine cellar lights.,light_off
The root cellar lights should be off.,light_off
Time to dark the observatory.,light_off
Turn off the greenhouse grow lights.,light_off
The potting shed lights can go off.,light_off
Deactivate the tool shed lighting.,light_off
Please turn off the carport lights.,light_off
The driveway doesn't need lighting now.,light_off
Switch off the courtyard illumination.,light_off
The pergola can go dark.,light_off
Turn off the gazebo lights please.,light_off
The poolhouse needs darkness.,light_off
"The indoor greenhouse is getting warm,  AC on.",ac_on
Please cool down the sunroom.,ac_on
The orangery needs air conditioning.,ac_on
Turn on the AC in the solarium.,ac_on
The winter garden is too hot.,ac_on
Activate cooling in the plant room.,ac_on
The atrium needs temperature control.,ac_on
Please start the AC in the gallery.,ac_on
The exhibition space needs cooling.,ac_on
Turn on the museum room AC.,ac_on
The studio is getting uncomfortable.,ac_on
Please cool the photography room.,ac_on
The darkroom needs air conditioning.,ac_on
Activate the AC in the print shop.,ac_on
The workshop is too warm to work.,ac_on
Turn on cooling in the maker space.,ac_on
The laboratory needs climate control.,ac_on
Please start the research room AC.,ac_on
The archive room is too warm.,ac_on
Cool down the document storage.,ac_on
The indoor greenhouse is cool enough.,ac_off
Please turn off the sunroom AC.,ac_off
Stop cooling the orangery.,ac_off
The solarium AC can be switched off.,ac_off
Deactivate the winter garden cooling.,ac_off
Turn off the plant room AC.,ac_off
The atrium is comfortable now.,ac_off
Please stop the gallery air conditioning.,ac_off
The exhibition space is cool enough.,ac_off
Switch off the museum room AC.,ac_off
The studio doesn't need cooling anymore.,ac_off
Turn off the photography room AC.,ac_off
The darkroom cooling can stop.,ac_off
Deactivate the print shop AC.,ac_off
The workshop is comfortable now.,ac_off
Stop the maker space cooling.,ac_off
The laboratory AC can be turned off.,ac_off
Please switch off the research room cooling.,ac_off
The archive room is cool enough.,ac_off
Turn off the document storage AC.,ac_off
The recording studio needs ventilation.,vent_on
Please start the rehearsal room vent.,vent_on
Turn on the sound booth ventilation.,vent_on
The mixing room needs fresh air.,vent_on
Activate the control room vent.,vent_on
The vocal booth needs air circulation.,vent_on
Please ventilate the drum room.,vent_on
The instrument storage needs air flow.,vent_on
Turn on the piano room vent.,vent_on
The guitar room needs ventilation.,vent_on
Start the amp room vent please.,vent_on
The music library needs fresh air.,vent_on
Please activate the sheet music room vent.,vent_on
Turn on the practice room ventilation.,vent_on
The ensemble room needs air flow.,vent_on
Activate the orchestra pit vent.,vent_on
The performance space needs ventilation.,vent_on
Please start the stage area vent.,vent_on
The green room needs fresh air.,vent_on
Turn on the dressing room ventilation.,vent_on
Stop the recording studio ventilation.,vent_off
Please turn off the rehearsal room vent.,vent_off
The sound booth vent can be disabled.,vent_off
Switch off the mixing room ventilation.,vent_off
Deactivate the control room vent.,vent_off
The vocal booth doesn't need ventilation.,vent_off
Please stop the drum room vent.,vent_off
Turn off the instrument storage ventilation.,vent_off
The piano room vent can be switched off.,vent_off
Stop the guitar room ventilation.,vent_off
The amp room is ventilated enough.,vent_off
Please disable the music library vent.,vent_off
Turn off the sheet music room ventilation.,vent_off
The practice room vent can stop now.,vent_off
Deactivate the ensemble room ventilation.,vent_off
The orchestra pit vent should be off.,vent_off
Please stop the performance space ventilation.,vent_off
Turn off the stage area vent.,vent_off
The green room ventilation can be disabled.,vent_off
Switch off the dressing room vent.,vent_off
Turn on the fan in the fitness studio.,fan_on
The CrossFit area needs air circulation.,fan_on
Please activate the yoga room fan.,fan_on
The pilates studio is too stuffy.,fan_on
Start the fan in the cardio zone.,fan_on
The weight room needs air movement.,fan_on
Could you turn on the spinning room fan?,fan_on
The aerobics studio needs ventilation.,fan_on
Activate the boxing gym fan.,fan_on
The martial arts dojo needs cooling.,fan_on
Turn on the fan in the meditation space.,fan_on
The stretching area is getting warm.,fan_on
Please start the fan in the locker room.,fan_on
The changing area needs air flow.,fan_on
Activate the fan in the sauna cooldown room.,fan_on
The massage room needs circulation.,fan_on
Turn on the fan in the recovery area.,fan_on
The physical therapy room is warm.,fan_on
Please activate the fan in the sports medicine office.,fan_on
The rehabilitation center needs air movement.,fan_on
Turn off the fitness studio fan.,fan_off
The CrossFit area needs fan disabled.,fan_off
Please stop the yoga room ventilation.,fan_off
The pilates studio fan can be turned off.,fan_off
Deactivate the cardio zone fan.,fan_off
The weight room fan needs to stop.,fan_off
Could you switch off the spinning room fan?,fan_off
The aerobics studio fan can be disabled.,fan_off
Turn off the boxing gym ventilation.,fan_off
The martial arts dojo fan is not needed.,fan_off
"It's cold in the examination room, heat needed.",heater_on
Please warm up the consultation space.,heater_on
The patient waiting area needs heating.,heater_on
Turn on the treatment room heater.,heater_on
The therapy space is too cold.,heater_on
Activate the recovery room heating.,heater_on
The rehabilitation area needs warmth.,heater_on
Please start the physiotherapy room heater.,heater_on
The medical storage needs temperature control.,heater_on
Turn on the clinic room heating.,heater_on
The examination room is warm enough.,heater_off
Please turn off the consultation space heater.,heater_off
Stop heating the patient waiting area.,heater_off
The treatment room is too warm.,heater_off
Deactivate the therapy space heater.,heater_off
The recovery room heating can be stopped.,heater_off
Please disable the rehabilitation area heater.,heater_off
The physiotherapy room is comfortable now.,heater_off
Turn off the medical storage heating.,heater_off
The clinic room heater should be off.,heater_off
Power up the conference room equipment.,multiplug_on
Please activate the boardroom power strip.,multiplug_on
The presentation area needs power.,multiplug_on
Turn on the meeting room multiplug.,multiplug_on
The training room devices need power.,multiplug_on
Activate the seminar space power strip.,multiplug_on
The lecture hall needs electricity.,multiplug_on
Please enable the classroom power.,multiplug_on
The educational lab needs power access.,multiplug_on
Turn on the computer lab power strip.,multiplug_on
Power down the conference room equipment.,multiplug_off
Please deactivate the boardroom power strip.,multiplug_off
The presentation area power can be off.,multiplug_off
Turn off the meeting room multiplug.,multiplug_off
The training room power should be disabled.,multiplug_off
Switch off the seminar space power strip.,multiplug_off
The lecture hall power can be turned off.,multiplug_off
Please disable the classroom power.,multiplug_off
The educational lab power should be off.,multiplug_off
Turn off the computer lab power strip.,multiplug_off
Can you turn on the daycare TV?,tv_on
The children's playroom needs the television.,tv_on
Please activate the nursery display.,tv_on
Turn on the kids' entertainment screen.,tv_on
The youth room TV should be on.,tv_on
Activate the preschool room television.,tv_on
The toddler area needs the TV on.,tv_on
Please turn on the learning center display.,tv_on
The activity room needs the television.,tv_on
Switch on the play area TV.,tv_on
The daycare TV can be turned off now.,tv_off
Please switch off the children's playroom TV.,tv_off
The nursery display should be disabled.,tv_off
Turn off the kids' entertainment screen.,tv_off
The youth room doesn't need TV anymore.,tv_off
Deactivate the preschool room television.,tv_off
The toddler area TV can be switched off.,tv_off
Please turn off the learning center display.,tv_off
The activity room TV should be off.,tv_off
Power down the play area television.,tv_off
The art gallery needs better lighting.,light_on
Please illuminate the exhibition space.,light_on
Turn on the sculpture room lights.,light_on
The painting studio needs brightness.,light_on
Activate the pottery workshop lighting.,light_on
The ceramics room is too dark.,light_on
Please turn on the drawing studio lights.,light_on
The printmaking area needs illumination.,light_on
Switch on the gallery track lighting.,light_on
The installation space needs light.,light_on
Turn off the art gallery lights.,light_off
The exhibition space can go dark.,light_off
Please dim the sculpture room.,light_off
The painting studio lights should be off.,light_off
Deactivate the pottery workshop lighting.,light_off
The ceramics room needs darkness.,light_off
Switch off the drawing studio lights.,light_off
The printmaking area can be darkened.,light_off
Please turn off the gallery track lights.,light_off
The installation space lighting can stop.,light_off
The server room is getting warm.,ac_on
Please cool down the IT equipment room.,ac_on
The data center needs air conditioning.,ac_on
Turn on the network room AC.,ac_on
The computer lab is too hot.,ac_on
Activate cooling in the tech space.,ac_on
The equipment room needs temperature control.,ac_on
Please start the server rack cooling.,ac_on
The telecommunications room needs AC.,ac_on
Cool down the hardware storage.,ac_on
The server room is cool enough.,ac_off
Please turn off the IT equipment room AC.,ac_off
Stop cooling the data center.,ac_off
The network room AC can be switched off.,ac_off
Deactivate the computer lab cooling.,ac_off
Turn off the tech space AC.,ac_off
The equipment room is comfortable now.,ac_off
Please stop the server rack cooling.,ac_off
The telecommunications room is cool enough.,ac_off
Switch off the hardware storage AC.,ac_off
Deactivate the TV in the office.,tv_off
Can you flip the switch to Turn off the TV?,tv_off
Please Turn off the TV in the living room.,tv_off
Can you Deactivate the television?,tv_off
Turn on the multiplug in the bedroom.,multiplug_on
Can you switch on the multiplug in the living room?,multiplug_on
"It's time to power up, activate the multiplug.",multiplug_on
Can you activate the power strip in the office?,multiplug_on
"I want to charge my devices, switch on the multiplug.",multiplug_on
"It's time to connect, turn on the multiplug.",multiplug_on
Turn on the multiplug in the hallway.,multiplug_on
Activate the multiplug in the office.,multiplug_on
Can you Activate the power strip?,multiplug_on
Please Turn on the power outlet in the kitchen.,multiplug_on
Can you Activate the electrical outlet?,multiplug_on
Light up the living room,light_on
Activate the heater in the office.,heater_on
Please Turn on the space heater in the living room.,heater_on
Can you warm up this room?,heater_on
Deactivate the heater in the office.,heater_off
Can you adjust the thermostat to Turn off the heater?,heater_off
Please Turn off the space heater in the living room.,heater_off
"Set the heater to 20 degrees, please.",heater_off
Can you increase the heater temperature?,heater_on
Turn on the water heater.,heater_on
Turn off the water heater.,heater_off
Turn on the heater when the temperature drops below 18 degrees.,heater_on
Can you switch on the heater in the living room?,heater_on
I want to feel warmer in the office.,heater_on
"It's cold, activate the heater.",heater_on
Can you adjust the thermostat to heat the bathroom?,heater_on
Switch on the heater in the hallway.,heater_on
Can you switch off the heater in the living room?,heater_off
I want to lower the temperature in the office.,heater_off
"It's too hot, deactivate the heater.",heater_off
Switch off the heater in the hallway.,heater_off
Can you activate the heater and adjust the temperature to 70 degrees?,heater_on
Can you turn on the heater and set the temperature to 75 degrees?,heater_on
Can you turn on the heater and set the temperature to 70 degrees?,heater_on
I need better visibility in the garage.,light_on
Make the bedroom lights brighter.,light_on
Can you adjust the brightness of the hallway lights?,light_on
Turn on the outdoor lights.,light_on
Turn on the lights in the garage when I arrive.,light_on
Turn on the lights in the living room at 6 pm.,light_on
Please switch on the ceiling lights in the dining room.,light_on
I need some light in the bathroom.,light_on
Activate the lighting in the guest room.,light_on
Time to brighten things up in the garage.,light_on
Turn on the overhead lights.,light_on
Can you illuminate this area?,light_on
Please Turn on the lights in the foyer.,light_on
Can you provide some illumination in the study?,light_on
I want to see better in the dining room.,light_on
Please switch on the lights in the hallway and turn off the lights in the bedroom.,light_on
Please activate the lights in the study and turn off the lights in the living room.,light_on
"Can you turn on the vent, it's stuffy in here?",vent_on
Turn off the overhead lights.,light_off
Can you Turn off the lights in the foyer?,light_off
Can you Turn on the exhaust fan in the bathroom?,vent_on
Activate the ventilation system.,vent_on
Activate the TV in the office.,tv_on
Please Turn on the TV in the living room.,tv_on
Can you Activate the television?,tv_on
Can you turn on the ventilation in the kitchen?,vent_on
"It's stuffy in the office, turn on the vent.",vent_on
Time to circulate some air in the basement.,vent_on
Switch on the vent in the laundry room.,vent_on
"t's time to turn on the TV in the garage workshop, please.",tv_on
"t's late, please turn off the lights.",light_off
"t's stuffy in here, turn on the vent.",vent_on
Can you deactivate the vent in the storage room,vent_off
Deactivate the vent in the basement,vent_off
"Deactivate the vent in the basement, please",vent_off
Deactivate the vent in the laundry room,vent_off
Deactivate the ventilation in the guest bathroom,vent_off
"I need to stop circulating the air, turn off the vent",vent_off
"I want to stop ventilating the space, turn off the vent",vent_off
I'd like to turn off the vent in the attic,vent_off
I'd like to turn off the vent in the bathroom,vent_off
I'd like to turn off the vent in the workshop,vent_off
"It's breezy now, please turn off the vent",vent_off
"It's dry, turn off the vent to retain moisture",vent_off
It's time to turn off the vent in the closet,vent_off
It's time to turn off the vent in the garage,vent_off
"It's time to turn off the vent in the garage workshop, please",vent_off
"It's time to turn off the vent, the air is fresh",vent_off
Please deactivate the vent in the guest room,vent_off
Please deactivate the ventilation in the kitchen,vent_off
Please turn off the vent in the laundry room,vent_off
Switch off the vent in the guest room,vent_off
"Switch off the vent, it's becoming too breezy",vent_off
"Time to stop circulating air, turn off the vent",vent_off
Turn off the vent in the bathroom,vent_off
Turn off the vent in the dining room,vent_off
"Turn off the vent in the pantry, please",vent_off
"Turn off the ventilation, it's too windy",vent_off
Can you deactivate the vent in the garage? It's getting too windy,vent_off
"Can you deactivate the vent, please? The room feels too breezy",vent_off
Can you switch off the vent in the attic? It's too breezy up there,vent_off
"Can you turn off the vent, please? The air is moving too much",vent_off
Could you please deactivate the vent? The room feels too windy,vent_off
Could you please turn off the vent? I'm feeling cold,vent_off
Could you please turn off the vent? The air feels too windy,vent_off
Could you please turn off the vent? The air is too dry,vent_off
Deactivate the vent in the kitchen,vent_off
Deactivate the vent in the study,vent_off
Deactivate the ventilation in the kitchen,vent_off
I don't need any more ventilation,vent_off
"I don't need the vent on anymore, please turn it off",vent_off
"I don't need to ventilate this room, turn off the vent",vent_off
"I want to keep the air in this room, turn off the vent",vent_off
I want to reduce the airflow. Please turn off the vent,vent_off
I want to retain moisture in the room,vent_off
I want to stop the air circulation,vent_off
I want to stop the airflow. Please turn off the vent,vent_off
I want to stop ventilating the attic,vent_off
I want to stop ventilating the bathroom,vent_off
I want to stop ventilating the den,vent_off
I want to stop ventilating the patio,vent_off
I want to stop ventilating the room,vent_off
"I want to stop ventilating the room, turn off the vent",vent_off
I want to stop ventilating the room. Turn off the vent,vent_off
I'm feeling a bit cold now,vent_off
"I'm feeling a little cold, please turn off the vent",vent_off
"I'm not feeling stuffy anymore, turn off the vent",vent_off
"I'm not feeling stuffy, turn off the vent",vent_off
"I'm not feeling stuffy, turn off the vent in the basement",vent_off
It's becoming too breezy. Switch off the vent,vent_off
It's dry. Turn off the vent to retain moisture,vent_off
It's getting breezy in here,vent_off
It's getting too breezy,vent_off
It's getting too breezy in the library,vent_off
It's getting too cold to sleep,vent_off
It's getting too windy in here,vent_off
It's getting too windy outside,vent_off
It's getting too windy to work,vent_off
"It's getting windy in here. Turn off the vent, please",vent_off
It's not a good smell in here. Please turn off the vent,vent_off
"It's not stuffy anymore, please turn off the vent",vent_off
"It's not stuffy anymore, turn off the vent in the attic",vent_off
It's time to turn off the vent,vent_off
"It's too breezy now, please turn off the vent",vent_off
Let's stop circulating air,vent_off
Let's turn off the vent,vent_off
Let's turn off the vent in the game room,vent_off
Let's turn off the vent in the hallway,vent_off
Please switch off the vent. I don't need any more ventilation,vent_off
Please switch off the vent. The room needs to be more still,vent_off
Please turn off the vent. The room feels too drafty,vent_off
"The air feels too dry. Turn off the vent, please",vent_off
"The air is circulating enough, please turn off the vent",vent_off
"The air is circulating well, please turn off the vent",vent_off
"The air is clear enough, please turn off the vent",vent_off
The air is too dry. Activate the vent,vent_off
The room is getting too drafty. Please turn off the vent,vent_off
"Turn off the vent, please",vent_off
Turn off the ventilation in the basement,vent_off
Turn off the ventilation in the guest room,vent_off
"Turn off the ventilation in the office, please",vent_off
Activate the air conditioning in the guest bathroom,ac_on
Activate the air conditioning in the kitchen,ac_on
Activate the air conditioning in the laundry room,ac_on
"Activate the air conditioning in the living room, please",ac_on
Activate the air conditioning in the office,ac_on
"Activate the air conditioning in the office, please",ac_on
"Cool down the bathroom, please",ac_on
Cool down the bedroom,ac_on
Cool down the room,ac_on
I need a cool breeze,ac_on
"I need some cool air, please turn on the AC",ac_on
I need some relief from the heat,ac_on
"I need the room to be cooler, please turn on the AC",ac_on
"I need to cool down the space, please turn on the AC",ac_on
"I need to cool down, please turn on the AC",ac_on
"I need to cool down, please turn on the air conditioning",ac_on
"I need to cool down, turn on the AC",ac_on
"I need to cool down, turn on the air conditioning unit",ac_on
"I need to cool off, activate the air conditioning",ac_on
"I need to cool off, please turn on the AC",ac_on
"I want to feel comfortable, turn on the AC",ac_on
"I want to feel cooler, turn on the AC",ac_on
"I want to feel refreshed, turn on the AC",ac_on
"I want to lower the temperature, please turn on the AC",ac_on
"I want to lower the temperature, turn on the AC",ac_on
I'd like to turn on the AC in the attic,ac_on
I'd like to turn on the AC in the guest room,ac_on
I'd like to turn on the AC in the storage room,ac_on
"I'm feeling uncomfortable, please turn on the AC",ac_on
"I'm feeling warm, please turn on the AC",ac_on
"It's a bit too warm, turn on the AC",ac_on
"It's getting too warm, turn on the air conditioning",ac_on
"It's getting unbearable, please turn on the AC",ac_on
"It's hot in here, please cool down the space",ac_on
"It's hot, please turn on the air conditioning",ac_on
"It's scorching, turn on the air conditioning",ac_on
"It's stifling, turn on the air conditioning",ac_on
"It's sweltering outside, turn on the AC to cool down",ac_on
"It's sweltering, turn on the AC unit",ac_on
"It's sweltering, turn on the air conditioning unit",ac_on
"It's time to cool down, turn on the AC",ac_on
"It's too hot to sleep, turn on the AC",ac_on
"It's too hot to work, please turn on the AC",ac_on
"It's too hot to work, turn on the AC",ac_on
"It's too hot, turn on the AC",ac_on
"It's too warm for me, please turn on the AC",ac_on
"It's too warm to concentrate, activate the air conditioning",ac_on
"It's uncomfortable, please turn on the AC",ac_on
Lower the temperature,ac_on
Please activate the AC in the bedroom,ac_on
Please activate the AC in the entryway,ac_on
Please activate the AC in the garage,ac_on
Please activate the AC in the guest room,ac_on
Please activate the AC in the living room,ac_on
Please activate the AC in the office,ac_on
Please activate the AC in the playroom,ac_on
Please cool down the house,ac_on
Please cool down the room,ac_on
Please switch on the AC. The heat is making me dizzy,ac_on
Please turn on the AC in the attic,ac_on
Please turn on the AC in the backyard,ac_on
Please turn on the AC in the basement,ac_on
Please turn on the AC in the hallway,ac_on
Please turn on the AC unit,ac_on
Please turn on the AC unit in the garage,ac_on
"Switch on the AC in the garage workshop, please",ac_on
Switch on the AC in the guest room,ac_on
"Switch on the AC in the laundry room, please",ac_on
Switch on the AC in the study,ac_on
"Switch on the AC, I'm uncomfortable",ac_on
"Switch on the AC, it's becoming unbearable",ac_on
"Switch on the AC, it's getting humid",ac_on
"Switch on the AC, it's unbearable",ac_on
"Time to chill, turn on the AC",ac_on
"Time to chill, turn on the air conditioning",ac_on
"Turn on the AC in the basement, please",ac_on
"Turn on the AC in the bedroom, please",ac_on
"Turn on the AC in the dining room, please",ac_on
"Turn on the AC in the hallway, please",ac_on
"Turn on the AC in the kitchen, please",ac_on
"Turn on the AC in the pantry, please",ac_on
"Turn on the AC in the patio, please",ac_on
"Turn on the AC, I'm sweating",ac_on
"Turn on the AC, it's getting hot",ac_on
"Turn on the AC, it's too hot to work",ac_on
"Turn on the AC, it's too warm",ac_on
"Turn on the AC, please",ac_on
Turn on the air conditioning in the living room,ac_on
Can you please activate the AC? I'm feeling unwell from the heat,ac_on
Can you please activate the AC? It's getting hotter by the minute,ac_on
Can you turn on the AC? It's uncomfortable in here,ac_on
Could you please activate the AC? It's really hot in here,ac_on
Could you please turn on the AC? I'm overheating,ac_on
Could you please turn on the AC? It's too hot,ac_on
"I can't stand the heat, please turn on the AC",ac_on
"I can't take this heat, turn on the AC",ac_on
I need the AC on. It's way too hot in here,ac_on
"I need to cool down, turn on the AC in the attic",ac_on
"I need to cool down, turn on the air conditioning",ac_on
I want to lower the temperature. Turn on the AC,ac_on
"I'm feeling uncomfortable. Turn on the AC, please",ac_on
"I'm feeling warm. Turn on the AC, please",ac_on
"I'm sweating, please turn on the AC",ac_on
"I'm sweating. Turn on the AC, please",ac_on
"It's getting hot out there, please turn on the AC",ac_on
"It's getting hot, please turn on the AC",ac_on
It's getting humid. Switch on the AC,ac_on
"It's getting muggy, turn on the AC",ac_on
"It's getting uncomfortable, turn on the air conditioning",ac_on
It's sweltering. Turn on the air conditioning unit,ac_on
"It's too hot to sleep, please turn on the AC",ac_on
"It's too hot to sleep. Turn on the AC, please",ac_on
"It's too hot, please turn on the AC",ac_on
"It's too warm to work, turn on the AC",ac_on
"It's too warm, please turn on the AC in the basement",ac_on
"It's too warm, please turn on the air conditioning",ac_on
"Please turn on the AC, it's unbearable",ac_on
Please turn on the AC. I can't take the heat,ac_on
The room is like an oven Please switch on the AC,ac_on
"The room is too warm for me, turn on the AC",ac_on
The temperature is too high. Turn on the air conditioning,ac_on
"Time to cool off, turn on the air conditioning",ac_on
